ma_gd,thoi_gian,ma_cn,ma_kh,ma_sp,so_luong,kenh,thoi_gian_cho,danh_gia
GD00608,15/02/2025 17:55,CN02,KH0125,SP01,2,Tại quán,5.3,
GD00609,15/02/2025 18:27,CN03,KH0219,SP14,1,Tại quán,10.9,Tốt
GD00610,15/02/2025 18:32,CN01,KH0306,SP08,2,Mang đi,4.3,Tốt
GD00611,15/02/2025 20:51,CN04,,SP15,2,Mang đi,7.7,Bình thường
GD00612,16/02/2025 07:13,CN03,KH0025,SP03,2, Tại quán,7.9,
GD00613,16/02/2025 08:43,CN02,KH0358,SP03,1,Mang đi,8.4,Bình thường
GD00614,16/02/2025 08:57,CN02,KH0334,SP03,2,Tại quán,4.5,Tốt
GD00615,16/02/2025 09:05,CN01,KH0386,SP04,1,Mang đi,11.8,Rất tốt
GD00616,16/02/2025 10:29,CN04,KH0172,SP08,1,Mang đi,4.8,Tốt
GD00617,16/02/2025 12:14,CN02,KH0180,SP14,3,Mang đi,4.3,Rất tốt
GD00618,16/02/2025 12:18,CN01,,SP02,1,Tại quán,6.4,
GD00619,16/02/2025 13:04,CN03,KH0173,SP09,1,Tại quán,2.7,Tốt
GD00620,16/02/2025 15:10,CN02,,SP02,,Mang đi,4.1,Bình thường
GD00621,16/02/2025 15:28,CN01,KH0188,SP01,1,TẠI QUÁN,3.8,Rất tốt
GD00622,16/02/2025 15:29,CN02,KH0146,SP09,2,Tại quán,4.6,Tốt
GD00623,16/02/2025 15:29,CN04,,SP01,1,Mang đi  ,5.0,Rất tốt
GD00624,16/02/2025 16:32,CN03,KH0221,SP02,3,Tại quán,7.9,Rất tốt
GD00625,16/02/2025 17:13,CN04,KH0129,SP02,3,Tại quán,4.1,
GD00626,16/02/2025 17:43,CN02,,SP06,1,Mang di,3.1,
GD00627,16/02/2025 18:59,CN03,KH0174,SP02,4,Giao hàng,17.0,Bình thường
GD00628,16/02/2025 19:16,CN02,KH0089,SP08,3,Tại quán,2.9,Rất tốt
GD00629,17/02/2025 08:10,CN03,KH0002,SP04,1,Mang đi,3.2,Bình thường
GD00630,17/02/2025 09:35,CN02,,SP13,1,Tại quán,3.1,Rất tốt
GD00631,17/02/2025 10:51,CN04,KH0002,SP08,1,Giao hàng,15.2,Bình thường
GD00632,17/02/2025 13:21,CN03,KH0088,SP16,1,Mang đi,6.8,Bình thường
GD00633,17/02/2025 16:04,CN01,,SP13,2,Mang đi,1.9,Bình thường
GD00634,17/02/2025 16:09,CN01,KH0093,SP14,2,Mang đi,5.7,Rất tốt
GD00635,17/02/2025 17:19,CN02,KH0188,SP07,3,Tại quán,4.4,Rất tốt
GD00636,17/02/2025 17:40,CN02,KH0270,SP15,1,Tại quán,6.0,Tốt
GD00637,17/02/2025 18:54,CN03,,SP02,1,Tại quán,11.4,Tốt
GD00638,17/02/2025 21:42,CN01,KH0024,SP05,1,mang đi,4.4,Rất tốt
GD00639,18/02/2025 08:42,CN04,KH0158,SP04,1, Tại quán,4.4,Bình thường
GD00640,18/02/2025 08:54,CN02,KH0071,SP01,3,Tại quán,4.6,Bình thường
GD00640,18/02/2025 08:54,CN02,KH0071,SP01,3,Tại quán,4.6,Bình thường
GD00641,18/02/2025 10:03,CN03,KH0028,SP07,1,mang đi,4.6,
GD00642,18/02/2025 10:29,CN01,KH0091,SP14,1,Tại quán,15.5,Bình thường
GD00643,18/02/2025 12:16,CN01,KH0323,SP07,1,MANG ĐI,2.5,
GD00644,18/02/2025 13:07,CN02,,SP04,1,Tại quán,9.8,Tốt
GD00645,18/02/2025 13:42,CN01,KH0020,SP09,1,Mang đi,2.4,Rất tốt
GD00646,18/02/2025 13:47,CN04,KH0137,SP02,1,Giao hàng,20.3,Bình thường
GD00647,18/02/2025 14:46,CN03,KH0384,SP15,3,Giao hàng,22.0,Tệ
GD00648,18/02/2025 15:41,CN04,KH0370,SP12,2,Mang đi,5.5,Rất tốt
GD00649,18/02/2025 19:11,CN03,,SP12,4,Mang đi  ,2.4,Bình thường
GD00650,19/02/2025 08:12,CN02,,SP01,1,Tại quán,11.3,
GD00651,19/02/2025 08:35,CN02,,SP13,1,Mang đi,1.9,
GD00652,19/02/2025 08:59,CN02,KH0290,SP10,1,MANG ĐI,3.8,Tốt
GD00653,19/02/2025 13:10,CN04,KH0388,SP16,2,Mang đi,2.0,Tốt
GD00654,19/02/2025 13:23,CN03,KH0317,SP01,1,Tại quán,5.2,Tốt
GD00655,19/02/2025 14:00,CN03,KH0043,SP02,1,Mang đi,6.1,
GD00656,19/02/2025 15:13,CN02,KH0007,SP02,2,Mang đi,5.6,Rất tốt
GD00657,19/02/2025 16:27,CN03,KH0134,SP11,1,Tại quán,9.1,Bình thường
GD00658,19/02/2025 17:23,CN01,KH0055,SP12,1,Mang đi,3.4,Rất tốt
GD00659,19/02/2025 18:56,CN02,,SP05,2,Tại quán,5.7,Tốt
GD00660,19/02/2025 20:03,CN01,KH0246,SP01,3,Tại quán,6.4,Tốt
GD00661,20/02/2025 07:17,CN02,,SP12,2,Tại quán,2.7,Tốt
GD00662,20/02/2025 08:38,CN02,,SP11,1,Mang đi,3.4,Rất tốt
GD00663,20/02/2025 08:44,CN02,KH0417,SP02,2, Tại quán,6.7,
GD00664,20/02/2025 08:50,CN01,,SP06,1,Mang đi,6.4,Bình thường
GD00665,20/02/2025 09:43,CN03,KH0188,SP08,2,Tại quán,7.6,Tốt
GD00666,20/02/2025 12:05,CN03,KH0115,SP01,1,Tại quán,2.6,Tốt
GD00667,20/02/2025 14:12,CN03,KH0064,SP01,1,Tại quán,5.7,
GD00668,20/02/2025 14:23,CN03,KH0073,SP10,3,tại quán,2.1,Tốt
GD00669,20/02/2025 15:07,CN03,KH0039,SP04,1,Giao hàng,17.9,Bình thường
GD00670,20/02/2025 16:29,CN04,KH0229,SP12,3,Giao hàng,24.5,Bình thường
GD00671,20/02/2025 17:13,CN01,,SP14,2,Tại quán,4.1,Tốt
GD00672,20/02/2025 19:19,CN03,KH0002,SP03,1,Tại quán,2.6,Rất tốt
GD00673,21/02/2025 08:15,CN02,KH0326,SP06,3,Mang đi,7.0,Rất tốt
GD00674,21/02/2025 08:20,CN03,KH0369,SP04,1,TẠI QUÁN,2.6,Tốt
GD00675,21/02/2025 09:12,CN02,KH0174,SP03,2,Tại quán,8.3,Tốt
GD00676,21/02/2025 10:15,CN01,KH0382,SP13,1,Mang đi,2.9,Bình thường
GD00677,21/02/2025 10:49,CN02,,SP02,1,Giao hàng,20.3,Tệ
GD00678,21/02/2025 12:17,CN02,KH0045,SP06,2,Mang đi,10.5,Rất tốt
GD00679,21/02/2025 13:22,CN01,KH0136,SP14,1,Tại quán,7.8,
GD00680,21/02/2025 14:12,CN01,KH0262,SP01,2,Tại quán,4.9,Bình thường
GD00681,21/02/2025 15:33,CN01,KH0067,SP07,1,Giao hàng,32.2,Rất tệ
GD00682,21/02/2025 21:27,CN04,KH0036,SP04,2,Mang đi,3.8,
GD00683,22/02/2025 08:34,CN01,KH0182,SP03,2,Mang đi,1.8,Bình thường
GD00684,22/02/2025 08:44,CN02,KH0100,SP14,2,Tại quán,5.6,
GD00685,22/02/2025 08:45,CN02,KH0038,SP12,3,Tại quán,14.2,Bình thường
GD00686,22/02/2025 10:01,CN02,KH0036,SP07,1,Tại quán,4.4,Rất tốt
GD00687,22/02/2025 11:01,CN02,,SP16,1, Tại quán,10.6,
GD00688,22/02/2025 12:23,CN02,KH0164,SP01,2,TẠI QUÁN,4.5,Tốt
GD00689,22/02/2025 14:01,CN01,KH0142,SP02,1,Mang đi,1.8,Tốt
GD00690,22/02/2025 17:39,CN01,KH0291,SP07,1,Tại quán,3.2,Tốt
GD00691,22/02/2025 17:44,CN03,KH0242,SP10,1,Tại quán,9.9,Tốt
GD00692,22/02/2025 18:31,CN01,KH0276,SP03,1,Mang đi,4.4,Tốt
GD00693,22/02/2025 18:50,CN03,,SP12,3,Mang đi,3.3,Tốt
GD00694,22/02/2025 19:04,CN01,KH0364,SP08,2,Mang đi,2.4,Rất tốt
GD00695,22/02/2025 19:06,CN02,,SP07,3,Mang đi  ,4.9,
GD00696,22/02/2025 19:18,CN01,KH0165,SP14,1,Mang đi,4.6,Bình thường
GD00697,22/02/2025 19:35,CN04,KH0261,SP02,2,Tại quán,2.7,Rất tốt
GD00698,23/02/2025 07:31,CN04,,SP04,1,Giao hàng,23.0,Tệ
GD00699,23/02/2025 08:43,CN01,KH0160,SP08,2,Mang đi,2.6,Rất tốt
GD00700,23/02/2025 09:03,CN03,,SP16,1,Mang đi,6.0,Bình thường
GD00701,23/02/2025 09:10,CN01,KH0291,SP07,1,Tại quán,3.1,Rất tốt
GD00702,23/02/2025 11:21,CN02,KH0198,SP01,1,mang đi,4.9,Rất tốt
GD00703,23/02/2025 12:18,CN01,KH0137,SP04,2,Tại quán,2.3,Tốt
GD00704,23/02/2025 13:25,CN02,KH0294,SP02,2,Giao hàng,27.1,Bình thường
GD00705,23/02/2025 14:49,CN01,,SP03,2,Tại quán,11.8,Bình thường
GD00706,23/02/2025 15:02,CN01,KH0100,SP07,1,giao hàng,25.9,
GD00707,23/02/2025 16:35,CN03,KH0345,SP03,1,Tại quán,3.5,Bình thường
GD00708,23/02/2025 16:47,CN02,KH0338,SP13,2,Tại quán,6.8,Tốt
GD00709,23/02/2025 17:21,CN03,KH0396,SP06,1,Tại quán,7.2,Rất tốt
GD00710,24/02/2025 08:02,CN04,KH0010,SP18,3,Tại quán,1.8,Bình thường
GD00711,24/02/2025 08:33,CN01,KH0145,SP13,1,Giao hàng,22.7,Bình thường
GD00712,24/02/2025 08:36,CN01,,SP13,1,Tại quán,5.0,
GD00713,24/02/2025 09:00,CN02,,SP04,2,Mang đi,10.6,Tốt
GD00714,24/02/2025 09:16,CN02,,SP10,1,Mang đi,1.5,Bình thường
GD00715,24/02/2025 10:10,CN02,KH0179,SP05,2,mang đi,2.9,
GD00716,24/02/2025 10:59,CN01,KH0071,SP05,4,Mang đi,2.8,Bình thường
GD00717,24/02/2025 11:28,CN03,KH0179,SP02,2,Tại quán,13.7,Tốt
GD00718,24/02/2025 12:56,CN01,KH0081,SP12,1,Tại quán,3.7,Rất tốt
GD00719,24/02/2025 13:02,CN01,,SP01,,mang đi,4.9,Tốt
GD00720,24/02/2025 16:15,CN01,,SP02,1,Tại quán,11.6,Tốt
GD00721,24/02/2025 17:40,CN03,,SP10,2,Tại quán,3.7,Tốt
GD00722,24/02/2025 19:06,CN03,,SP03,1,Tại quán,6.8,Rất tốt
GD00723,24/02/2025 19:52,CN03,,SP04,1,Giao hàng,15.5,Tốt
GD00724,25/02/2025 08:47,CN01,KH0360,SP09,2,Mang đi,8.0,Tốt
GD00725,25/02/2025 14:03,CN01,KH0165,SP10,3,Tại quán,16.7,Bình thường
GD00726,25/02/2025 14:50,CN01,KH0279,SP09,2,Mang đi,5.4,Bình thường
GD00727,25/02/2025 16:34,CN01,KH0312,SP06,1,Mang đi,7.7,Rất tốt
GD00728,25/02/2025 17:06,CN01,KH0284,SP12,3,Tại quán,8.5,
GD00729,25/02/2025 18:24,CN04,KH0123,SP04,2,Mang đi,2.9,Bình thường
GD00730,25/02/2025 19:22,CN02,KH0231,SP14,2,Tại quán,16.5,Rất tốt
GD00731,25/02/2025 20:23,CN01,KH0110,SP12,3,Tại quán,6.6,
GD00732,25/02/2025 21:22,CN01,KH0366,SP07,1,Mang di,6.4,Tốt
GD00733,26/02/2025 07:13,CN02,KH0105,SP03,2,Tại quán,3.6,Rất tốt
GD00734,26/02/2025 07:53,CN04,KH0232,SP15,2,Giao hang,37.4,Bình thường
GD00735,26/02/2025 07:57,CN04,KH0277,SP07,1,Mang đi,1.9,Rất tốt
GD00736,26/02/2025 11:12,CN01,KH0097,SP10,1,Tại quán,5.5,Tốt
GD00737,26/02/2025 11:46,CN03,KH0229,SP10,2,Mang đi,4.8,
GD00738,26/02/2025 13:46,CN04,,SP06,1,Tại quán,4.4,
GD00739,26/02/2025 20:01,CN03,,SP16,2,Tại quán,4.6,
GD00740,27/02/2025 08:25,CN01,KH0080,SP02,1,Mang đi,7.4,Tốt
GD00741,27/02/2025 08:53,CN04,KH0090,SP15,2,Mang đi,5.6,
GD00742,27/02/2025 10:13,CN01,KH0227,SP15,2,Tại quán,5.9,Tốt
GD00743,27/02/2025 15:22,CN04,KH0306,SP09,3,Tại quán,5.7,Bình thường
GD00744,27/02/2025 15:46,CN02,KH0136,SP09,3,Mang đi,2.1,Tốt
GD00745,27/02/2025 15:50,CN02,KH0123,SP01,2,Tại quán,2.7,Bình thường
GD00746,27/02/2025 17:38,CN03,KH0184,SP01,2,Giao hàng,19.1,Tốt
GD00747,27/02/2025 18:48,CN03,KH0129,SP04,1,Tại quán,2.7,Rất tốt
GD00748,27/02/2025 19:24,CN04,KH0162,SP09,1,MANG ĐI,13.5,Bình thường
GD00749,27/02/2025 19:52,CN04,KH0375,SP07,3,Tại quán,3.5,Tốt
GD00750,27/02/2025 20:12,CN01,KH0071,SP13,5,Mang đi,5.1,Tốt
GD00751,27/02/2025 21:42,CN01,KH0381,SP14,3,Mang đi,8.7,Tốt
GD00752,28/02/2025 07:27,CN04,,SP11,2,Giao hàng,44.7,Tệ
GD00753,28/02/2025 11:02,CN01,KH0030,SP03,1,Tại quán,6.4,
GD00754,28/02/2025 13:16,CN01,,SP03,1,Mang đi,2.7,
GD00755,28/02/2025 13:37,CN04,,SP03,1,Tại quán,5.3,Rất tốt
GD00756,28/02/2025 14:30,CN04,KH0109,SP16,3,Tại quán,4.4,Bình thường
GD00757,28/02/2025 16:08,CN01,,SP06,1,Tai quan,3.9,Rất tốt
GD00758,28/02/2025 16:19,CN04,,SP03,1,Mang đi,3.1,
GD00759,28/02/2025 17:17,CN03,KH0135,SP05,5,Tại quán,7.3,Tốt
GD00760,28/02/2025 18:20,CN04,KH0331,SP06,1,mang đi,3.3,Tốt
GD00761,28/02/2025 18:51,CN01,KH0026,SP03,2,Mang đi,10.9,Tốt
GD00761,28/02/2025 18:51,CN01,KH0026,SP03,2,Mang đi,10.9,Tốt
GD00762,28/02/2025 19:08,CN01,KH0033,SP04,1,Mang đi,4.1,Rất tốt
GD00763,28/02/2025 19:34,CN04,KH0313,SP06,1,Mang đi,5.3,Bình thường
GD00764,28/02/2025 20:31,CN02,KH0114,SP01,1,Mang đi  ,2.1,
GD00765,01/03/2025 07:42,CN01,KH0186,SP08,2,Mang đi,1.5,Tốt
GD00766,01/03/2025 09:03,CN03,KH0335,SP02,1,Tại quán,14.1,
GD00767,01/03/2025 09:33,CN04,,SP15,4,Giao hàng,20.4,
GD00768,01/03/2025 11:50,CN03,KH0201,SP10,1,Tai quan,20.1,Tệ
GD00769,01/03/2025 11:55,CN01,KH0282,SP03,1,Tại quán,2.4,Rất tốt
GD00770,01/03/2025 12:10,CN03,KH0241,SP01,3,Tại quán,1.7,Rất tốt
GD00771,01/03/2025 12:43,CN03,KH0302,SP01,3,Giao hàng,34.1,
GD00772,01/03/2025 13:57,CN01,,SP02,1,Tại quán,9.5,Tốt
GD00773,01/03/2025 14:16,CN04,KH0310,SP09,1,Mang di,4.6,
GD00774,01/03/2025 14:58,CN01,,SP04,2,Tại quán,15.5,Rất tốt
GD00775,01/03/2025 15:21,CN03,KH0180,SP15,2,Tại quán,9.0,Rất tốt
GD00776,01/03/2025 16:30,CN02,KH0305,SP05,1,Mang đi,2.7,Bình thường
GD00777,01/03/2025 16:49,CN04,,SP01,2,Giao hàng,33.6,Rất tốt
GD00778,01/03/2025 17:15,CN02,KH0310,SP03,1,Tại quán,11.1,Tốt
GD00779,01/03/2025 17:56,CN04,KH0124,SP10,2,Giao hàng,16.2,Bình thường
GD00780,01/03/2025 17:59,CN01,KH0234,SP09,3,Tại quán,3.4,Bình thường
GD00781,01/03/2025 19:29,CN03,KH0320,SP01,2,Tại quán,3.6,Tốt
GD00782,02/03/2025 07:52,CN01,,SP01,2,Tại quán,3.0,Tốt
GD00783,02/03/2025 08:31,CN03,KH0191,SP01,1,Tại quán,2.5,Bình thường
GD00784,02/03/2025 10:03,CN02,KH0071,SP02,2,Tại quán,8.6,Rất tốt
GD00785,02/03/2025 10:45,CN02,KH0064,SP03,2,Tại quán,5.8,Bình thường
GD00786,02/03/2025 11:33,CN02,,SP06,2,Tại quán,8.3,Rất tốt
GD00787,02/03/2025 12:18,CN02,,SP02,2,Giao hàng,15.9,Bình thường
GD00788,02/03/2025 12:53,CN03,KH0080,SP07,2,Mang đi,2.7,Tốt
GD00789,02/03/2025 12:54,CN03,KH0325,SP15,2,Giao hàng,25.8,Rất tệ
GD00790,02/03/2025 13:02,CN01,KH0210,SP02,3,Giao hàng,23.6,Tốt
GD00791,02/03/2025 14:51,CN04,KH0097,SP09,2,Giao hàng,13.2,Tốt
GD00792,02/03/2025 16:17,CN04,KH0130,SP05,,Mang đi,3.7,Bình thường
GD00793,02/03/2025 16:20,CN03,,SP02,1,Tại quán,4.4,Tốt
GD00794,02/03/2025 17:46,CN04,KH0186,SP18,1,Mang đi,2.3,
GD00795,02/03/2025 18:22,CN01,KH0234,SP05,2,Mang đi,6.2,Rất tốt
GD00796,02/03/2025 18:33,CN04,,SP16,1,Tại quán,11.0,Bình thường
GD00797,03/03/2025 09:55,CN02,KH0218,SP11,3,TẠI QUÁN,8.7,Rất tốt
GD00798,03/03/2025 12:34,CN01,,SP10,2, Giao hàng,19.5,Bình thường
GD00799,03/03/2025 13:31,CN02,KH0163,SP03,1,Mang đi  ,5.3,Tốt
GD00800,03/03/2025 14:22,CN03,,SP07,2,Tại quán,9.4,
GD00801,03/03/2025 15:12,CN03,KH0392,SP01,3,Tại quán,9.0,
GD00802,03/03/2025 15:13,CN04,KH0336,SP09,2,Mang đi,4.0,Rất tốt
GD00803,03/03/2025 16:48,CN03,KH0297,SP07,1,Tại quán,2.6,
GD00804,03/03/2025 17:20,CN03,KH0296,SP09,3,Tại quán,9.9,
GD00805,03/03/2025 17:53,CN04,,SP08,1,Tai quan,7.2,Bình thường
GD00806,03/03/2025 18:00,CN03,KH0321,SP06,1,Giao hàng,37.1,Bình thường
GD00807,03/03/2025 18:19,CN01,KH0051,SP06,3,Mang đi,6.9,Tốt
GD00808,03/03/2025 18:47,CN03,,SP02,2,Giao hàng,43.2,Bình thường
GD00809,03/03/2025 19:02,CN04,KH0383,SP06,1,Mang đi,5.7,Rất tốt
GD00810,03/03/2025 19:28,CN02,KH0290,SP04,3,Mang đi  ,5.0,Rất tốt
GD00811,03/03/2025 19:30,CN01,KH0179,SP12,2,Tại quán,4.4,Tốt
GD00812,03/03/2025 21:13,CN01,,SP03,2,Tại quán,6.2,Rất tốt
GD00813,04/03/2025 07:06,CN01,KH0172,SP10,2,mang đi,9.3,Tốt
GD00814,04/03/2025 09:30,CN01,KH0041,SP06,1,TẠI QUÁN,9.3,Rất tệ
GD00815,04/03/2025 11:07,CN01,,SP08,1,Tại quán,1.2,
GD00816,04/03/2025 12:19,CN02,KH0376,SP06,3,Tai quan,9.6,Bình thường
GD00817,04/03/2025 13:08,CN03,KH0155,SP16,1,mang đi,4.3,Rất tốt
GD00818,04/03/2025 13:17,CN02,KH0311,SP10,2,Tại quán,4.9,Bình thường
GD00819,04/03/2025 13:40,CN03,,SP02,5, Giao hàng,14.9,Tốt
GD00820,04/03/2025 14:02,CN03,,SP03,1,Tại quán,10.8,
GD00821,04/03/2025 14:14,CN01,KH0140,SP02,1,Tại quán,5.9,
GD00822,04/03/2025 17:17,CN03,KH0180,SP11,2,Mang đi,4.1,Bình thường
GD00823,04/03/2025 18:14,CN01,,SP11,1,Tại quán,3.4,Tốt
GD00824,05/03/2025 07:03,CN02,KH0029,SP02,1,Tại quán,1.4,Bình thường
GD00825,05/03/2025 09:10,CN03,KH0308,SP09,120,TẠI QUÁN,2.5,Bình thường
GD00826,05/03/2025 09:35,CN02,KH0074,SP03,2,Giao hàng,31.7,Tệ
GD00827,05/03/2025 10:49,CN02,,SP10,1,Mang đi,1.7,Tốt
GD00828,05/03/2025 11:01,CN02,KH0070,SP02,3,Tại quán,4.3,Rất tốt
GD00829,05/03/2025 13:41,CN04,KH0154,SP15,2,Tại quán,2.2,
GD00830,05/03/2025 13:55,CN03,KH0353,SP11,2,Tại quán,4.3,Rất tốt
GD00831,05/03/2025 18:20,CN03,,SP02,2,Giao hàng,19.1,
GD00832,05/03/2025 19:16,CN03,KH0034,SP02,1,Mang đi,4.3,Tốt
GD00833,05/03/2025 19:41,CN03,KH0204,SP06,1,Giao hàng,16.8,Rất tốt
GD00834,06/03/2025 08:32,CN03,KH0416,SP06,1,Tại quán,7.2,Bình thường
GD00835,06/03/2025 08:34,CN03,KH0050,SP03,1,mang đi,5.1,Rất tốt
GD00836,06/03/2025 10:00,CN01,,SP08,1,Tại quán,4.9,
GD00837,06/03/2025 10:09,CN04,KH0047,SP18,2,MANG ĐI,4.4,Rất tốt
GD00838,06/03/2025 10:20,CN01,KH0187,SP13,1,Mang đi  ,4.9,Rất tốt
GD00839,06/03/2025 11:20,CN03,KH0390,SP16,1,Tại quán,4.4,
GD00840,06/03/2025 11:57,CN01,,SP02,2, Giao hàng,13.9,
GD00841,06/03/2025 14:41,CN02,KH0051,SP11,3,Mang đi,2.6,Rất tốt
GD00842,06/03/2025 14:55,CN01,KH0069,SP01,2,Mang đi,3.3,Tốt
GD00843,06/03/2025 16:44,CN03,,SP13,2,Giao hàng,22.2,Tệ
GD00844,06/03/2025 17:09,CN03,KH0223,SP14,1,Tại quán,3.9,
GD00845,06/03/2025 17:21,CN04,KH0224,SP03,1, Tại quán,3.1,Rất tốt
GD00846,06/03/2025 19:58,CN01,KH0146,SP14,3,TẠI QUÁN,2.5,Bình thường
GD00847,07/03/2025 09:36,CN03,,SP06,3,giao hàng,12.1,Bình thường
GD00848,07/03/2025 11:17,CN01,KH0046,SP03,1,Mang đi,11.0,Tệ
GD00849,07/03/2025 12:57,CN02,KH0313,SP01,1,Tại quán,6.3,Tốt
GD00850,07/03/2025 12:58,CN03,KH0158,SP01,2,Tại quán,5.6,Tốt
GD00851,07/03/2025 13:15,CN04,KH0312,SP14,1,Tại quán,4.4,Tốt
GD00852,07/03/2025 13:58,CN01,KH0389,SP08,2,Mang đi,3.5,Rất tốt
GD00853,07/03/2025 16:32,CN02,KH0409,SP14,2,Tại quán,3.8,Tốt
GD00854,07/03/2025 16:51,CN01,,SP03,2,Mang đi,1.8,
GD00855,07/03/2025 18:28,CN02,,SP13,1,Tại quán,4.3,Rất tốt
GD00856,07/03/2025 18:51,CN01,KH0133,SP01,1,Tại quán,10.4,Tốt
GD00857,07/03/2025 19:04,CN01,KH0225,SP05,3, Tại quán,5.0,Tốt
GD00858,07/03/2025 19:12,CN04,KH0160,SP01,1,Tại quán,3.3,Tốt
GD00859,07/03/2025 20:06,CN01,KH0084,SP04,1,mang đi,2.9,Bình thường
GD00860,07/03/2025 21:03,CN01,KH0282,SP09,2,Tại quán,2.2,Tốt
GD00861,08/03/2025 07:12,CN02,KH0025,SP14,3,Mang đi,9.8,
GD00862,08/03/2025 08:02,CN04,KH0121,SP04,5,Mang đi,5.3,Rất tốt
GD00863,08/03/2025 08:05,CN02,KH0318,SP01,2,Tại quán,4.0,Tốt
GD00864,08/03/2025 08:40,CN04,,SP05,1,Mang đi,9.8,Tốt
GD00865,08/03/2025 08:49,CN02,KH0216,SP05,1, Tại quán,-2.5,Rất tốt
GD00866,08/03/2025 08:56,CN02,KH0267,SP04,2,Tại quán,6.8,Rất tốt
GD00867,08/03/2025 09:00,CN04,,SP13,2,Mang đi,2.5,Tốt
GD00868,08/03/2025 10:33,CN02,,SP14,1,Mang đi,5.8,
GD00869,08/03/2025 10:51,CN01,,SP12,1,mang đi,3.4,Tệ
GD00870,08/03/2025 12:41,CN02,KH0378,SP07,1,mang đi,4.1,Tốt
GD00871,08/03/2025 13:13,CN01,KH0148,SP01,1,Tại quán,4.7,Rất tốt
GD00871,08/03/2025 13:13,CN01,KH0148,SP01,1,Tại quán,4.7,Rất tốt
GD00872,08/03/2025 15:13,CN01,KH0241,SP11,1,Mang đi,3.8,Bình thường
GD00873,08/03/2025 15:19,CN01,KH0239,SP15,3,Tại quán,4.1,Tốt
GD00874,08/03/2025 15:52,CN01,,SP07,1,Mang đi,3.9,Tốt
GD00875,08/03/2025 16:37,CN01,KH0233,SP10,1,Mang đi,5.0,Tốt
GD00876,08/03/2025 18:23,CN03,,SP02,1,Tại quán,1.9,Rất tốt
GD00877,08/03/2025 18:35,CN03,,SP13,2,Mang đi,3.6,Tốt
GD00878,08/03/2025 18:54,CN04,KH0391,SP18,1,Giao hàng,22.3,
GD00879,08/03/2025 18:56,CN01,,SP02,,Giao hàng,32.9,Tệ
GD00880,08/03/2025 19:01,CN01,,SP02,1,Tại quán,2.5,
GD00881,08/03/2025 19:37,CN02,,SP09,,Mang đi,3.1,Tốt
GD00882,08/03/2025 19:41,CN04,KH0238,SP06,3,Tại quán,2.4,Bình thường
GD00883,08/03/2025 19:58,CN01,KH0081,SP10,1,Giao hàng,30.3,Bình thường
GD00884,08/03/2025 20:45,CN02,,SP07,1,Mang đi,5.2,
GD00885,08/03/2025 21:08,CN01,,SP12,2,Tại quán,5.8,Tốt
GD00886,09/03/2025 07:32,CN04,KH0382,SP13,2,Tại quán,7.5,Tốt
GD00887,09/03/2025 07:51,CN03,KH0456,SP02,2, Tại quán,5.3,
GD00888,09/03/2025 08:29,CN02,KH0443,SP10,2,Mang đi,3.7,Bình thường
GD00889,09/03/2025 09:06,CN02,KH0265,SP03,1,Mang đi,14.0,Rất tốt
GD00890,09/03/2025 09:24,CN04,KH0225,SP09,1,Mang đi,4.6,
GD00891,09/03/2025 12:23,CN04,KH0010,SP03,2,GIAO HÀNG,24.1,Bình thường
GD00892,09/03/2025 13:34,CN03,KH0142,SP06,1,Tại quán,3.1,Bình thường
GD00893,09/03/2025 13:56,CN03,,SP16,2,Giao hàng,17.0,Bình thường
GD00894,09/03/2025 16:14,CN04,,SP11,1,Tại quán,9.2,Bình thường
GD00895,09/03/2025 18:20,CN04,,SP11,2,Giao hàng,12.5,Bình thường
GD00896,10/03/2025 07:31,CN01,KH0178,SP01,1,Mang đi,5.2,Rất tốt
GD00897,10/03/2025 07:56,CN04,,SP06,1,Mang đi,5.7,Tốt
GD00897,10/03/2025 07:56,CN04,,SP06,1,Mang đi,5.7,Tốt
GD00898,10/03/2025 09:44,CN03,,SP05,1,Mang đi  ,3.1,
GD00899,10/03/2025 10:37,CN03,KH0137,SP12,1,Tại quán,10.9,Rất tốt
GD00900,10/03/2025 12:28,CN03,KH0400,SP12,,Mang đi,5.4,
GD00901,10/03/2025 14:40,CN04,KH0002,SP01,999,MANG ĐI,3.2,Bình thường
GD00902,10/03/2025 17:45,CN03,,SP04,1,Tại quán,3.7,Bình thường
GD00903,10/03/2025 19:42,CN03,KH0270,SP08,1,Tại quán,2.9,Rất tốt
GD00904,10/03/2025 19:45,CN04,,SP08,1, Tại quán,5.0,Tốt
GD00905,11/03/2025 07:31,CN01,KH0198,SP04,4,Giao hàng,18.4,Bình thường
GD00906,11/03/2025 09:22,CN02,KH0247,SP02,4,Giao hàng,22.6,Bình thường
GD00907,11/03/2025 09:25,CN03,,SP09,2,Tại quán,13.1,Rất tốt
GD00908,11/03/2025 09:48,CN01,KH0400,SP13,1, Giao hàng,14.8,Bình thường
GD00909,11/03/2025 13:48,CN01,,SP05,3,Mang đi,4.1,Bình thường
GD00910,11/03/2025 13:51,CN02,KH0014,SP04,4,mang đi,2.2,Bình thường
GD00911,11/03/2025 14:33,CN03,KH0058,SP01,1,Tại quán,3.4,
GD00912,11/03/2025 15:55,CN03,KH0257,SP05,3,Giao hàng,15.8,
