# NHAT KY CA LAM VIEC - THANG 06/2025
# Dinh dang: YYYY-MM-DD | NVxxx | CNxx | ca=CA | vao=HH:MM | ra=HH:MM
# CA: SANG (07:00-11:00), CHIEU (12:00-17:00), TOI (17:00-22:00)
2025-06-01 | NV001 | CN02 | ca=SANG | vao=06:52 | ra=11:09
2025-06-27 | NV002 | CN03 | ca=CHIEU | vao=11:57 | ra=17:04
2025-06-27 | NV001 | CN01 | ca=CHIEU | vao=11:58 | ra=17:05
2025-06-27 | NV001 | CN03 | ca=CHIEU | vao=12:02 | ra=17:07
2025-06-27 | NV003 | CN04 | ca=CHIEU | vao=12:02 | ra=17:11
2025-06-27 | NV007 | CN01 | ca=TOI | vao=16:49 | ra=22:16
2025-06-27 | NV007 | CN04 | ca=TOI | vao=16:49 | ra=22:12
2025-06-27 | NV001 | CN01 | ca=TOI | vao=16:51 | ra=22:09
2025-06-27 | NV006 | CN03 | ca=TOI | vao=16:57 | ra=22:02
2025-06-27 | NV013 | CN02 | ca=TOI | vao=17:05 | ra=21:57
2025-06-27 | NV001 | CN03 | ca=TOI | vao=17:05 | ra=21:58
2025-06-27 | NV011 | CN04 | ca=TOI | vao=17:09 | ra=22:13
2025-06-27 | NV005 | CN02 | ca=TOI | vao=17:16 | ra=21:56
2025-06-28 | NV002 | CN02 | ca=SANG | vao=06:52 | ra=11:09
2025-06-28 | NV010 | CN03 | ca=SANG | vao=06:52 | ra=11:16
2025-06-28 | NV002 | CN04 | ca=SANG | vao=06:52 | ra=11:05
2025-06-28 | NV012 | CN01 | ca=SANG | vao=06:54 | ra=10:59
2025-06-28 | NV004 | CN01 | ca=SANG | vao=06:56 | ra=11:03
2025-06-28 | NV08 | CN02 | ca=CHIEU | vao=12:06 | ra=17:00
2025-06-28 | NV001 | CN04 | ca=SANG | vao=07:00 | ra=11:20
2025-06-28 | NV004 | CN02 | ca=SANG | vao=07:18 | ra=11:12
2025-06-28 | NV003 | CN03 | ca=SANG | vao=07:18 | ra=10:59
2025-06-28 | NV001 | CN04 | ca=CHIEU | vao=11:49 | ra=17:02
2025-06-28 | NV003 | CN02 | ca=CHIEU | vao=11:52 | ra=16:59
2025-06-28 | NV002 | CN04 | ca=CHIEU | vao=11:53 | ra=17:08
2025-06-28 | NV010 | CN03 | ca=CHIEU | vao=11:54 | ra=16:58
2025-06-28 | NV014 | CN03 | ca=CHIEU | vao=11:55 | ra=17:19
2025-06-28 | NV002 | CN01 | ca=CHIEU | vao=11:59 | ra=17:08
2025-06-28 | NV004 | CN01 | ca=CHIEU | vao=12:00 | ra=16:58
2025-06-28 | NV013 | CN02 | ca=CHIEU | vao=12:03 | ra=16:58
2025-06-28 | NV001 | CN04 | ca=TOI | vao=16:47 | ra=22:14
2025-06-28 | NV013 | CN03 | ca=TOI | vao=16:53 | ra=22:16
2025-06-28 | NV009 | CN02 | ca=TOI | vao=16:54 | ra=22:01
2025-06-28 | NV008 | CN01 | ca=TOI | vao=16:55 | ra=22:03
2025-06-28 | NV003 | CN03 | ca=TOI | vao=17:01 | ra=21:58
2025-06-28 | NV002 | CN04 | ca=TOI | vao=17:05 | ra=22:02
2025-06-28 | NV003 | CN01 | ca=TOI | vao=17:07 | ra=22:19
2025-06-28 | NV002 | CN02 | ca=TOI | vao=17:22 | ra=22:10
2025-06-29 | NV010 | CN03 | ca=SANG | vao=06:48 | ra=11:02
2025-06-29 | NV003 | CN02 | ca=SANG | vao=06:50 | ra=10:55
2025-06-29 | NV002 | CN04 | ca=SANG | vao=06:53 | ra=11:09
2025-06-29 | NV012 | CN01 | ca=SANG | vao=06:55 | ra=11:09
2025-06-29 | NV003 | CN03 | ca=SANG | vao=06:59 | ra=11:09
2025-06-29 | NV013 | CN02 | ca=SANG | vao=07:00 | ra=11:17
2025-06-29 | NV007 | CN04 | ca=SANG | vao=07:00 | ra=11:02
2025-06-29 | NV004 | CN01 | ca=SANG | vao=07:13 | ra=11:05
2025-06-29 | NV010 | CN04 | ca=CHIEU | vao=11:55 | ra=17:17
2025-06-29 | NV001 | CN01 | ca=CHIEU | vao=12:00 | ra=16:58
2025-06-29 | NV001 | CN02 | ca=CHIEU | vao=12:00 | ra=17:09
2025-06-29 | NV013 | CN03 | ca=CHIEU | vao=12:00 | ra=17:05
2025-06-29 | NV009 | CN02 | ca=CHIEU | vao=12:03 | ra=17:07
2025-06-29 | NV003 | CN03 | ca=CHIEU | vao=12:03 | ra=17:04
2025-06-29 | NV011 | CN04 | ca=CHIEU | vao=12:12 | ra=17:00

2025-06-29 | NV007 | CN01 | ca=CHIEU | vao=12:25 | ra=17:01
2025-06-29 | NV010 | CN03 | ca=TOI | vao=16:49 | ra=22:06
2025-06-29 | NV003 | CN01 | ca=TOI | vao=16:50 | ra=21:59
2025-06-29 | NV012 | CN01 | ca=TOI | vao=16:55 | ra=22:17
2025-06-29 | NV010 | CN04 | ca=TOI | vao=17:00 | ra=22:10
2025-06-29 | NV007 | CN04 | ca=TOI | vao=17:00 | ra=22:09
2025-06-29 | NV003 | CN03 | ca=TOI | vao=17:03 | ra=22:19
2025-06-29 | NV004 | CN02 | ca=TOI | vao=17:05 | ra=22:08
2025-06-09|NV005|CN03|ca=TOI|vao=17:03|ra=22:00
2025-06-29 | NV005 | CN02 | ca=TOI | vao=17:22 | ra=22:18
2025-06-30 | NV008 | CN01 | ca=SANG | vao=06:49 | ra=11:14
2025-06-30 | NV003 | CN04 | ca=SANG | vao=06:50 | ra=10:57
2025-06-30 | NV002 | CN03 | ca=SANG | vao=06:51 | ra=10:58
2025-06-30 | NV001 | CN01 | ca=SANG | vao=06:52 | ra=11:11
2025-06-30 | NV013 | CN03 | ca=SANG | vao=06:53 | ra=11:07
2025-06-26|NV005|CN02|ca=CHIEU|vao=11:55|ra=17:00
2025-06-24 | NV014 | CN04 | ca=DEM | vao=11:55 | ra=17:00
2025-06-30 | NV013 | CN02 | ca=SANG | vao=06:55 | ra=10:58
2025-06-30 | NV002 | CN04 | ca=SANG | vao=06:55 | ra=11:17
2025-06-30 | NV003 | CN02 | ca=SANG | vao=06:56 | ra=11:08
2025-06-30 | NV010 | CN03 | ca=CHIEU | vao=11:46 | ra=17:04
2025-06-30 | NV002 | CN03 | ca=CHIEU | vao=11:46 | ra=17:06
2025-06-30 | NV011 | CN04 | ca=CHIEU | vao=11:52 | ra=16:59
2025-06-30 | NV008 | CN01 | ca=CHIEU | vao=11:56 | ra=17:18
2025-06-30 | NV004 | CN01 | ca=CHIEU | vao=11:58 | ra=16:55
2025-06-30 | NV005 | CN02 | ca=CHIEU | vao=12:00 | ra=17:09
2025-06-30 | NV003 | CN02 | ca=CHIEU | vao=12:05 | ra=17:16
2025-06-30 | NV002 | CN04 | ca=CHIEU | vao=12:05 | ra=16:57
2025-06-30 | NV003 | CN03 | ca=TOI | vao=16:50 | ra=22:00
2025-06-30 | NV014 | CN03 | ca=TOI | vao=16:53 | ra=22:19
2025-06-30 | NV003 | CN04 | ca=TOI | vao=16:53 | ra=22:05
2025-06-30 | NV005 | CN02 | ca=TOI | vao=16:57 | ra=22:18
2025-06-30 | NV001 | CN04 | ca=TOI | vao=17:00 | ra=22:02
2025-06-30 | NV003 | CN01 | ca=TOI | vao=17:02 | ra=22:17
2025-06-30 | NV008 | CN01 | ca=TOI | vao=17:04 | ra=21:56
2025-06-30 | NV004 | CN02 | ca=TOI | vao=17:13 | ra=21:55
