# NHAT KY GIAO HANG - THANG 06/2025
# Dinh dang: YYYY-MM-DD HH:MM | DHxxxxx | TRANG_THAI | shipper=SPxx
# TRANG_THAI: GIAO_THANH_CONG, THAT_BAI, HOAN_TRA
2025-06-24 08:28 | DH00122 | GIAO_THANH_CONG | shipper=SP02
2025-06-24 08:49 | DH00907 | GIAO_THANH_CONG | shipper=SP05
2025-06-24 08:56 | DH00703 | GIAO_THANH_CONG | shipper=SP08
2025-06-24 10:00 | DH00150 | GIAO_THANH_CONG | shipper=SP06
2025-06-24 10:13 | DH00788 | GIAO_THANH_CONG | shipper=SP08
2025-06-24 10:26 | DH01135 | GIAO_THANH_CONG | shipper=SP02
2025-06-24 10:46 | DH01365 | GIAO_THANH_CONG | shipper=SP08
2025-06-24 11:18 | DH01887 | GIAO_THANH_CONG | shipper=SP01
2025-06-24 11:38 | DH00739 | GIAO_THANH_CONG | shipper=SP07
2025-06-24 11:43 | DH00462 | GIAO_THANH_CONG | shipper=SP09
2025-06-24 13:13 | DH00530 | GIAO_THANH_CONG | shipper=SP01
2025-06-24 13:51 | DH00503 | GIAO_THANH_CONG | shipper=SP09
2025-06-24 14:37 | DH01840 | GIAO_THANH_CONG | shipper=SP09
2025-06-24 14:44 | DH02092 | GIAO_THANH_CONG | shipper=SP06
2025-06-24 15:13 | DH01638 | GIAO_THANH_CONG | shipper=SP08
2025-06-24 15:17 | DH01855 | THAT_BAI | shipper=SP03
2025-06-24 15:39 | DH02375 | GIAO_THANH_CONG | shipper=SP04
2025-06-24 15:52 | DH01896 | GIAO_THANH_CONG | shipper=SP05
2025-06-24 16:27 | DH01210 | GIAO_THANH_CONG | shipper=SP07
2025-06-24 17:32 | DH00347 | GIAO_THANH_CONG | shipper=SP03
2025-06-24 19:02 | DH01503 | THAT_BAI | shipper=SP10
2025-06-24 19:38 | DH01324 | GIAO_THANH_CONG | shipper=SP09
2025-06-24 20:15 | DH01817 | GIAO_THANH_CONG | shipper=SP06
2025-06-24 20:25 | DH01168 | GIAO_THANH_CONG | shipper=SP09
2025-06-24 20:42 | DH00564 | GIAO_THANH_CONG | shipper=SP09
2025-06-24 20:44 | DH00752 | GIAO_THANH_CONG | shipper=SP09
2025-06-24 20:58 | DH01478 | GIAO_THANH_CONG | shipper=SP01
2025-06-25 08:02 | DH01298 | GIAO_THANH_CONG | shipper=SP05
2025-06-25 09:11 | DH00438 | GIAO_THANH_CONG | shipper=SP03
2025-06-25 09:48 | DH02079 | GIAO_THANH_CONG | shipper=SP06
2025-06-25 09:48 | DH00418 | GIAO_THANH_CONG | shipper=SP05
2025-06-25 09:50 | DH02202 | GIAO_THANH_CONG | shipper=SP04
2025-06-25 10:05 | DH01235 | GIAO_THANH_CONG | shipper=SP01
2025-06-25 10:06 | DH01427 | GIAO_THANH_CONG | shipper=SP02
2025-06-25 10:43 | DH00438 | GIAO_THANH_CONG | shipper=SP09
2025-06-25 10:45 | DH02381 | GIAO_THANH_CONG | shipper=SP07
2025-06-25 10:46 | DH00410 | GIAO_THANH_CONG | shipper=SP03
2025-06-25 11:36 | DH01321 | GIAO_THANH_CONG | shipper=SP07
2025-06-25 12:32 | DH01613 | THAT_BAI | shipper=SP04
2025-06-12 18:08 | DH00336 | GIAO_THANH_CONG | shipper:SP08
2025-06-25 13:41 | DH01897 | THAT_BAI | shipper=SP04
2025-06-25 14:10 | DH00094 | GIAO_THANH_CONG | shipper=SP10
2025-06-25 14:26 | DH01638 | GIAO_THANH_CONG | shipper=SP09
2025-06-25 14:44 | DH00620 | GIAO_THANH_CONG | shipper=SP08
2025-06-25 15:38 | DH02141 | GIAO_THANH_CONG | shipper=SP10
2025-06-25 15:39 | DH00402 | GIAO_THANH_CONG | shipper=SP08
2025-06-25 15:50 | DH00293 | HOAN_TRA | shipper=SP07
2025-06-25 16:14 | DH01855 | GIAO_THANH_CONG | shipper=SP03
2025-06-25 16:19 | DH00618 | GIAO_THANH_CONG | shipper=SP04
2025-06-25 16:41 | DH00399 | GIAO_THANH_CONG | shipper=SP07
2025-06-25 18:27 | DH01937 | GIAO_THANH_CONG | shipper=SP03
2025-06-25 18:36 | DH02277 | GIAO_THANH_CONG | shipper=SP09
2025-06-26 08:21 | DH00973 | GIAO_THANH_CONG | shipper=SP01
2025-06-26 08:28 | DH01123 | GIAO_THANH_CONG | shipper=SP02
2025-06-26 09:48 | DH01410 | GIAO_THANH_CONG | shipper=SP05
2025-06-26 09:48 | DH00555 | GIAO_THANH_CONG | shipper=SP05
2025-06-26 10:37 | DH01128 | GIAO_THANH_CONG | shipper=SP10
2025-06-26 10:49 | DH00843 | GIAO_THANH_CONG | shipper=SP02

2025-06-26 12:00 | DH01688 | GIAO_THANH_CONG | shipper=SP02
2025-06-26 12:57 | DH00483 | GIAO_THANH_CONG | shipper=SP05
2025-06-26 13:03 | DH02398 | THAT_BAI | shipper=SP06
2025-06-26 13:22 | DH01570 | HOAN_TRA | shipper=SP09
2025-06-26 13:36 | DH01104 | THAT_BAI | shipper=SP11
2025-06-26 13:45 | DH01458 | GIAO_THANH_CONG | shipper=SP03
2025-06-26 14:19 | DH00406 | GIAO_THANH_CONG | shipper=SP08
2025-06-26 14:33 | DH01070 | GIAO_THANH_CONG | shipper=SP08
2025-06-26 14:34 | DH02268 | GIAO_THANH_CONG | shipper=SP09
2025-06-26 14:41 | DH01617 | GIAO_THANH_CONG | shipper=SP08
2025-06-26 14:47 | DH01194 | HOAN_TRA | shipper=SP08
2025-06-26 15:06 | DH00870 | THAT_BAI | shipper=SP07
2025-06-26 16:11 | DH01995 | GIAO_THANH_CONG | shipper=SP08
2025-06-26 17:03 | DH02065 | THAT_BAI | shipper=SP03
2025-06-26 18:19 | DH01609 | GIAO_THANH_CONG | shipper=SP02
2025-06-26 18:40 | DH00367 | GIAO_THANH_CONG | shipper=SP08
2025-06-26 18:41 | DH00817 | GIAO_THANH_CONG | shipper=SP10
2025-06-26 19:14 | DH01075 | GIAO_THANH_CONG | shipper=SP02
2025-06-26 20:01 | DH00405 | GIAO_THANH_CONG | shipper=SP02
2025-06-26 20:04 | DH01748 | GIAO_THANH_CONG | shipper=SP01
2025-06-26 20:12 | DH00320 | GIAO_THANH_CONG | shipper=SP06
2025-06-26 20:22 | DH00410 | GIAO_THANH_CONG | shipper=SP02
2025-06-27 07:09 | DH00187 | GIAO_THANH_CONG | shipper=SP05
2025-06-27 07:15 | DH02309 | GIAO_THANH_CONG | shipper=SP08
2025-06-27 08:01 | DH00684 | GIAO_THANH_CONG | shipper=SP04
2025-06-27 08:03 | DH00295 | GIAO_THANH_CONG | shipper=SP02
2025-06-27 08:14 | DH01159 | GIAO_THANH_CONG | shipper=SP05
2025-06-27 08:44 | DH01991 | GIAO_THANH_CONG | shipper=SP08
2025-06-27 09:14 | DH00715 | GIAO_THANH_CONG | shipper=SP07
2025-06-27 09:35 | DH01863 | GIAO_THANH_CONG | shipper=SP07
2025-06-27 10:33 | DH01389 | GIAO_THANH_CONG | shipper=SP04
2025-06-27 10:36 | DH01521 | GIAO_THANH_CONG | shipper=SP08
2025-06-27 10:48 | DH01883 | GIAO_THANH_CONG | shipper=SP10
2025-06-27 10:55 | DH00543 | GIAO_THANH_CONG | shipper=SP08
2025-06-27 11:01 | DH01570 | GIAO_THANH_CONG | shipper=SP08
2025-06-11 17:01 | DH00234 | DANG_GIAO | shipper=SP02
2025-06-27 11:48 | DH01024 | GIAO_THANH_CONG | shipper=SP07
2025-06-27 12:32 | DH00510 | GIAO_THANH_CONG | shipper=SP03
2025-06-27 12:57 | DH00475 | GIAO_THANH_CONG | shipper=SP09
2025-06-27 13:49 | DH01645 | THAT_BAI | shipper=SP07
2025-06-27 14:35 | DH02342 | GIAO_THANH_CONG | shipper=SP05
2025-06-27 15:39 | DH00374 | GIAO_THANH_CONG | shipper=SP03
2025-06-27 15:50 | DH02065 | GIAO_THANH_CONG | shipper=SP03
2025-06-27 16:36 | DH01483 | GIAO_THANH_CONG | shipper=SP08
2025-06-27 17:34 | DH01334 | GIAO_THANH_CONG | shipper=SP09
2025-06-27 17:37 | DH02320 | GIAO_THANH_CONG | shipper=SP04
2025-06-27 17:57 | DH01720 | GIAO_THANH_CONG | shipper=SP02
2025-06-27 18:59 | DH00705 | THAT_BAI | shipper=SP02
2025-06-27 19:40 | DH00699 | GIAO_THANH_CONG | shipper=SP10
2025-06-27 19:44 | DH01958 | GIAO_THANH_CONG | shipper=SP05
2025-06-27 19:59 | DH01187 | GIAO_THANH_CONG | shipper=SP10
2025-06-27 20:35 | DH00469 | GIAO_THANH_CONG | shipper=SP05
2025-06-28 07:46 | DH01487 | THAT_BAI | shipper=SP07
2025-06-28 07:52 | DH02189 | GIAO_THANH_CONG | shipper=SP06
2025-06-28 09:02 | DH00861 | GIAO_THANH_CONG | shipper=SP06
2025-06-28 09:20 | DH02152 | GIAO_THANH_CONG | shipper=SP09
2025-06-28 10:12 | DH00564 | GIAO_THANH_CONG | shipper=SP06
2025-06-28 10:17 | DH00236 | GIAO_THANH_CONG | shipper=SP09
2025-06-28 10:22 | DH01374 | GIAO_THANH_CONG | shipper=SP04
2025-06-28 11:09 | DH00677 | GIAO_THANH_CONG | shipper=SP02
2025-06-28 11:43 | DH00290 | GIAO_THANH_CONG | shipper=SP01
2025-06-28 12:18 | DH01488 | GIAO_THANH_CONG | shipper=SP01
2025-06-28 13:11 | DH00282 | GIAO_THANH_CONG | shipper=SP10
2025-06-28 13:35 | DH00030 | GIAO_THANH_CONG | shipper=SP01
2025-06-28 14:37 | DH00454 | GIAO_THANH_CONG | shipper=SP01
2025-06-28 14:42 | DH01005 | GIAO_THANH_CONG | shipper=SP03
2025-06-28 14:46 | DH00797 | GIAO_THANH_CONG | shipper=SP01
2025-06-28 14:59 | DH02274 | GIAO_THANH_CONG | shipper=SP10
2025-06-28 15:58 | DH01927 | GIAO_THANH_CONG | shipper=SP08
2025-06-28 17:40 | DH00630 | GIAO_THANH_CONG | shipper=SP05
2025-06-28 17:46 | DH01459 | THAT_BAI | shipper=SP08
2025-06-28 18:03 | DH01225 | GIAO_THANH_CONG | shipper=SP01
2025-06-28 18:19 | DH00132 | GIAO_THANH_CONG | shipper=SP10
2025-06-28 18:22 | DH00503 | GIAO_THANH_CONG | shipper=SP03
2025-06-28 18:23 | DH01742 | GIAO_THANH_CONG | shipper=SP02
2025-06-28 19:06 | DH01512 | GIAO_THANH_CONG | shipper=SP03
2025-06-28 19:18 | DH02325 | GIAO_THANH_CONG | shipper=SP02
2025-06-28 19:28 | DH00058 | GIAO_THANH_CONG | shipper=SP08
2025-06-28 19:40 | DH00782 | GIAO_THANH_CONG | shipper=SP04
2025-06-28 19:44 | DH01564 | GIAO_THANH_CONG | shipper=SP09
2025-06-28 20:22 | DH00268 | GIAO_THANH_CONG | shipper=SP05
2025-06-18 11:05 | DH00697 | THAT_BAI | shipper=SP3
2025-06-28 20:50 | DH00753 | GIAO_THANH_CONG | shipper=SP08
2025-06-29 07:04 | DH02333 | GIAO_THANH_CONG | shipper=SP04
2025-06-29 07:13 | DH01200 | THAT_BAI | shipper=SP05
2025-06-29 07:47 | DH01134 | GIAO_THANH_CONG | shipper=SP09

2025-06-29 07:47 | DH00881 | GIAO_THANH_CONG | shipper=SP02
2025-06-29 07:51 | DH02285 | GIAO_THANH_CONG | shipper=SP09
2025-06-29 08:22 | DH00173 | GIAO_THANH_CONG | shipper=SP10
2025-06-29 08:49 | DH02084 | GIAO_THANH_CONG | shipper=SP02
2025-06-29 09:41 | DH01786 | GIAO_THANH_CONG | shipper=SP07
2025-06-29 09:52 | DH00640 | GIAO_THANH_CONG | shipper=SP01
2025-06-29 11:45 | DH00890 | GIAO_THANH_CONG | shipper=SP01
2025-06-29 11:59 | DH01970 | THAT_BAI | shipper=SP07
2025-06-29 12:14 | DH01343 | GIAO_THANH_CONG | shipper=SP10
2025-06-29 12:23 | DH01349 | GIAO_THANH_CONG | shipper=SP01
2025-06-29 12:54 | DH01359 | GIAO_THANH_CONG | shipper=SP04
2025-06-29 13:54 | DH00077 | GIAO_THANH_CONG | shipper=SP05
2025-06-29 14:23 | DH00146 | GIAO_THANH_CONG | shipper=SP10
2025-06-29 15:04 | DH02324 | GIAO_THANH_CONG | shipper=SP03
2025-06-29 15:28 | DH01553 | GIAO_THANH_CONG | shipper=SP08
2025-06-29 15:34 | DH01845 | GIAO_THANH_CONG | shipper=SP07
2025-06-29 16:09 | DH02050 | GIAO_THANH_CONG | shipper=SP06
2025-06-29 16:21 | DH00818 | GIAO_THANH_CONG | shipper=SP04
2025-06-29 16:36 | DH01984 | THAT_BAI | shipper=SP07
2025-06-29 17:09 | DH00802 | GIAO_THANH_CONG | shipper=SP02
2025-06-29 17:43 | DH00804 | GIAO_THANH_CONG | shipper=SP07
2025-06-29 17:48 | DH00823 | GIAO_THANH_CONG | shipper=SP10
2025-06-30 09:16 | DH00040 | GIAO_THANH_CONG | shipper:SP10
2025-06-29 18:53 | DH01275 | GIAO_THANH_CONG | shipper=SP01
2025-06-29 18:54 | DH01666 | GIAO_THANH_CONG | shipper=SP07
2025-06-29 19:15 | DH00255 | HOAN_TRA | shipper=SP07
2025-06-29 19:55 | DH01178 | GIAO_THANH_CONG | shipper=SP10
2025-06-29 20:21 | DH02080 | GIAO_THANH_CONG | shipper=SP10
2025-06-29 20:32 | DH00833 | GIAO_THANH_CONG | shipper=SP07
2025-06-30 07:05 | DH01277 | GIAO_THANH_CONG | shipper=SP10
2025-06-30 07:12 | DH02233 | GIAO_THANH_CONG | shipper=SP07
2025-06-30 08:11 | DH01284 | GIAO_THANH_CONG | shipper=SP05
2025-06-30 08:13 | DH01116 | GIAO_THANH_CONG | shipper=SP02
2025-06-30 08:22 | DH00022 | GIAO_THANH_CONG | shipper=SP07
2025-06-30 09:02 | DH00734 | GIAO_THANH_CONG | shipper=SP08
2025-06-30 09:16 | DH01444 | GIAO_THANH_CONG | shipper=SP05
2025-06-30 09:31 | DH00730 | GIAO_THANH_CONG | shipper=SP07
2025-06-30 09:36 | DH01941 | THAT_BAI | shipper=SP07
2025-06-30 10:37 | DH00095 | GIAO_THANH_CONG | shipper=SP04
2025-06-30 11:09 | DH01392 | GIAO_THANH_CONG | shipper=SP06
2025-06-30 11:10 | DH00195 | GIAO_THANH_CONG | shipper=SP02
2025-06-30 11:35 | DH00352 | GIAO_THANH_CONG | shipper=SP10
2025-06-30 12:15 | DH01082 | GIAO_THANH_CONG | shipper=SP02
2025-06-30 12:47 | DH01875 | GIAO_THANH_CONG | shipper=SP01
2025-06-30 14:45 | DH00748 | GIAO_THANH_CONG | shipper=SP01
2025-06-30 14:52 | DH00671 | GIAO_THANH_CONG | shipper=SP01
2025-06-30 15:18 | DH01692 | GIAO_THANH_CONG | shipper=SP08
2025-06-30 15:23 | DH00577 | GIAO_THANH_CONG | shipper=SP02
2025-06-30 15:35 | DH02168 | GIAO_THANH_CONG | shipper=SP05
2025-06-30 15:44 | DH00984 | GIAO_THANH_CONG | shipper=SP05
2025-06-22 10:30|DH00829|GIAO_THANH_CONG|shipper=SP02
2025-06-30 16:10 | DH00679 | GIAO_THANH_CONG | shipper=SP05
2025-06-30 18:05 | DH01991 | GIAO_THANH_CONG | shipper=SP06
2025-06-30 18:25 | DH00318 | GIAO_THANH_CONG | shipper=SP03
2025-06-30 19:54 | DH00161 | GIAO_THANH_CONG | shipper=SP04
